Mod:Item:MetaData, Localized Name
forestry:stairs.fireproof.mahoe:0, Mahoe Stairs (Fireproof)
forestry:stairs.fireproof.poplar:0, Poplar Stairs (Fireproof)
forestry:stairs.fireproof.palm:0, Palm Stairs (Fireproof)
forestry:stairs.fireproof.papaya:0, Papaya Stairs (Fireproof)
forestry:stairs.fireproof.pine:0, Pine Stairs (Fireproof)
forestry:stairs.fireproof.plum:0, Plum Stairs (Fireproof)
forestry:stairs.fireproof.maple:0, Maple Stairs (Fireproof)
forestry:stairs.fireproof.citrus:0, Citrus Stairs (Fireproof)
forestry:stairs.fireproof.giganteum:0, Giant Sequoia Stairs (Fireproof)
forestry:stairs.fireproof.ipe:0, Ipe Stairs (Fireproof)
forestry:stairs.fireproof.padauk:0, Padauk Stairs (Fireproof)
forestry:stairs.fireproof.cocobolo:0, Cocobolo Stairs (Fireproof)
forestry:stairs.fireproof.zebrawood:0, Zebrawood Stairs (Fireproof)
forestry:stairs.vanilla.fireproof.oak:0, Oak Wood Stairs (Fireproof)
forestry:stairs.vanilla.fireproof.spruce:0, Spruce Wood Stairs (Fireproof)
forestry:stairs.vanilla.fireproof.birch:0, Birch Wood Stairs (Fireproof)
forestry:stairs.vanilla.fireproof.jungle:0, Jungle Wood Stairs (Fireproof)
forestry:stairs.vanilla.fireproof.acacia:0, Acacia Wood Stairs (Fireproof)
forestry:stairs.vanilla.fireproof.dark_oak:0, Dark Oak Wood Stairs (Fireproof)
forestry:doors.larch:0, Larch Door
forestry:doors.teak:0, Teak Door
forestry:doors.acacia:0, Desert Acacia Door
forestry:doors.lime:0, Lime Door
forestry:doors.chestnut:0, Chestnut Door
forestry:doors.wenge:0, Wenge Door
forestry:doors.baobab:0, Baobab Door
forestry:doors.sequoia:0, Sequoia Door
forestry:doors.kapok:0, Kapok Door
forestry:doors.ebony:0, Ebony Door
forestry:doors.mahogany:0, Mahogany Door
forestry:doors.balsa:0, Balsa Door
forestry:doors.willow:0, Willow Door
forestry:doors.walnut:0, Walnut Door
forestry:doors.greenheart:0, Greenheart Door
forestry:doors.cherry:0, Cherry Door
forestry:doors.mahoe:0, Mahoe Door
forestry:doors.poplar:0, Poplar Door
forestry:doors.palm:0, Palm Door
forestry:doors.papaya:0, Papaya Door
forestry:doors.pine:0, Pine Door
forestry:doors.plum:0, Plum Door
forestry:doors.maple:0, Maple Door
forestry:doors.citrus:0, Citrus Door
forestry:doors.giganteum:0, Giant Sequoia Door
forestry:doors.ipe:0, Ipe Door
forestry:doors.padauk:0, Padauk Door
forestry:doors.cocobolo:0, Cocobolo Door
forestry:doors.zebrawood:0, Zebrawood Door
forestry:sapling_ge:0, tile.for.sapling_ge.name
forestry:leaves.decorative.0:0, Apple Oak Leaves
forestry:leaves.decorative.0:1, Dark Oak Leaves
forestry:leaves.decorative.0:2, Silver Birch Leaves
forestry:leaves.decorative.0:3, Silver Lime Leaves
forestry:leaves.decorative.0:4, Common Walnut Leaves
forestry:leaves.decorative.0:5, Sweet Chestnut Leaves
forestry:leaves.decorative.0:6, Hill Cherry Leaves
forestry:leaves.decorative.0:7, Lemon Leaves
forestry:leaves.decorative.0:8, Plum Leaves
forestry:leaves.decorative.0:9, Sugar Maple Leaves
forestry:leaves.decorative.0:10, Red Spruce Leaves
forestry:leaves.decorative.0:11, Mundane Larch Leaves
forestry:leaves.decorative.0:12, Bull Pine Leaves
forestry:leaves.decorative.0:13, Coast Sequoia Leaves
forestry:leaves.decorative.0:14, Giant Sequoia Leaves
forestry:leaves.decorative.0:15, Jungle Leaves
forestry:leaves.decorative.1:0, Teak Leaves
forestry:leaves.decorative.1:1, Ipe Leaves
forestry:leaves.decorative.1:2, Kapok Leaves
forestry:leaves.decorative.1:3, Myrtle Ebony Leaves
forestry:leaves.decorative.1:4, Zebrawood Leaves
forestry:leaves.decorative.1:5, Yellow Meranti Leaves
forestry:leaves.decorative.1:6, Acacia Leaves
forestry:leaves.decorative.1:7, Desert Acacia Leaves
forestry:leaves.decorative.1:8, Padauk Leaves
forestry:leaves.decorative.1:9, Balsa Leaves
forestry:leaves.decorative.1:10, Cocobolo Leaves
forestry:leaves.decorative.1:11, Wenge Leaves
forestry:leaves.decorative.1:12, Grandidier's Baobab Leaves
forestry:leaves.decorative.1:13, Blue Mahoe Leaves
forestry:leaves.decorative.1:14, White Willow Leaves
forestry:leaves.decorative.1:15, Sipiri Leaves
forestry:leaves.decorative.2:0, Papaya Leaves
forestry:leaves.decorative.2:1, Date Palm Leaves
forestry:leaves.decorative.2:2, White Poplar Leaves
forestry:tree_chest:0, Arborist's Chest
forestry:charcoal:0, Block of Charcoal
forestry:wood_pile:0, Wood Pile
forestry:wood_pile_decorative:0, Decorative Wood Pile
forestry:ash_block:0, Ash Block
forestry:loam:0, Loam
forestry:butterfly_chest:0, Lepidopterist's Chest
forestry:cocoon:0, tile.for.cocoon.name
forestry:cocoon.solid:0, tile.for.cocoon.solid.name
forestry:stamps:0, Stamp (1n)
forestry:stamps:1, Stamp (2n)
forestry:stamps:2, Stamp (5n)
forestry:stamps:3, Stamp (10n)
forestry:stamps:4, Stamp (20n)
forestry:stamps:5, Stamp (50n)
forestry:stamps:6, Stamp (100n)
forestry:letters, Letter
forestry:catalogue, Catalogue
forestry:mailbox:0, Mailbox
forestry:trade_station:0, Trade Station
forestry:stamp_collector:0, Stamp Collector
forestry:honeyed_slice, Honeyed Slice
forestry:ambrosia, Ambrosia
forestry:honey_pot, Honey Pot
forestry:database:0, Database
forestry:worktable:0, Worktable
forestry:arboretum:0, Arboretum (Managed)
forestry:arboretum:1, Arboretum (Manual)
forestry:farm_crops:0, Farm (Managed)
forestry:farm_crops:1, Farm (Manual)
forestry:farm_mushroom:0, Mushroom Farm (Managed)
forestry:farm_mushroom:1, Mushroom Farm (Manual)
forestry:farm_gourd:0, Gourd Farm (Managed)
forestry:farm_gourd:1, Gourd Farm (Manual)
forestry:farm_nether:0, Infernal Farm (Managed)
forestry:farm_nether:1, Infernal Farm (Manual)
forestry:farm_ender:0, Ender Farm (Managed)
forestry:farm_ender:1, Ender Farm (Manual)
forestry:peat_bog:0, Peat Bog (Managed)
forestry:peat_bog:1, Peat Bog (Manual)
forestry:habitat_locator, Habitat Locator
forestry:imprinter, Imprinter
forestry:cart.beehouse:0, Minecart with Bee House
forestry:cart.beehouse:1, Minecart with Apiary
forestry:frame_untreated, Untreated Frame
forestry:frame_impregnated, Impregnated Frame
forestry:frame_proven, Proven Frame
forestry:honey_drop:0, Honey Drop
forestry:pollen:0, Pollen Cluster
forestry:pollen:1, Crystalline Pollen Cluster
forestry:propolis:0, Propolis
forestry:propolis:1, Sticky Propolis
forestry:propolis:3, Silky Propolis
forestry:honeydew, Honeydew
forestry:royal_jelly, Royal Jelly
forestry:wax_cast, Wax Cast
forestry:bee_combs:0, Honey Comb
forestry:bee_combs:2, Simmering Comb
forestry:bee_combs:3, Stringy Comb
forestry:bee_combs:4, Frozen Comb
forestry:bee_combs:5, Dripping Comb
forestry:bee_combs:6, Silky Comb
forestry:bee_combs:7, Parched Comb
forestry:bee_combs:15, Mossy Comb
forestry:bee_combs:16, Mellow Comb
forestry:apiarist_helmet, Apiarist's Hat
forestry:apiarist_chest, Apiarist's Shirt
forestry:apiarist_legs, Apiarist's Pants
forestry:apiarist_boots, Apiarist's Shoes
forestry:scoop, Scoop
forestry:smoker, Bee Smoker
forestry:apiary:0, Apiary
forestry:bee_house:0, Bee House
forestry:bee_chest:0, Apiarist's Chest
forestry:beehives:0, Forest Hive
forestry:beehives:1, Meadows Hive
forestry:beehives:2, Modest Hive
forestry:beehives:3, Tropical Hive
forestry:beehives:4, Ender Hive
forestry:beehives:5, Wintry Hive
forestry:beehives:6, Marshy Hive
forestry:candle:0, Unlit Candle
forestry:stump:0, Candle Stump
forestry:bee_combs_0:0, Honey Comb Block
forestry:bee_combs_0:2, Simmering Comb Block
forestry:bee_combs_0:3, Stringy Comb Block
forestry:bee_combs_0:4, Frozen Comb Block
forestry:bee_combs_0:5, Dripping Comb Block
forestry:bee_combs_0:6, Silky Comb Block
forestry:bee_combs_0:7, Parched Comb Block
forestry:bee_combs_0:15, Mossy Comb Block
forestry:bee_combs_1:0, Mellow Comb Block
forestry:alveary.plain:0, Alveary
forestry:alveary.swarmer:0, Alveary Swarmer
forestry:alveary.fan:0, Alveary Fan
forestry:alveary.heater:0, Alveary Heater
forestry:alveary.hygro:0, Alveary Hygroregulator
forestry:alveary.stabiliser:0, Alveary Stabiliser
forestry:alveary.sieve:0, Alveary Sieve
forestry:greenhouse:0, Greenhouse Block
forestry:greenhouse:3, Greenhouse Energy Distributor
forestry:greenhouse:4, Greenhouse Control
forestry:greenhouse:5, Greenhouse Screen
forestry:climatiser:0, Greenhouse Hygroregulator
forestry:climatiser:1, Greenhouse Heater
forestry:climatiser:2, Greenhouse Fan
forestry:climatiser:3, Greenhouse Humidifier
forestry:climatiser:4, Greenhouse Dehumidifier
forestry:greenhouse_screen, Portable Greenhouse Screen
forestry:camouflage_spray_can, Camouflage Spray Can
enderstorage:ender_storage:0, Ender Chest
enderstorage:ender_storage:1, Ender Tank
enderstorage:ender_pouch, Ender Pouch
furnaceoverhaul:iron_furnace, Iron Furnace
furnaceoverhaul:gold_furnace, Gold Furnace
furnaceoverhaul:diamond_furnace, Diamond Furnace
furnaceoverhaul:emerald_furnace, Emerald Furnace
furnaceoverhaul:end_furnace, Endest Furnace
furnaceoverhaul:zenith_furnace, Zenith Furnace
furnaceoverhaul:blank_upgrade, Blank Upgrade
furnaceoverhaul:efficiency, Efficiency Upgrade
furnaceoverhaul:ore_processing, Ore Processing Upgrade
furnaceoverhaul:liquid_fuel, Liquid Fuel Upgrade
furnaceoverhaul:electric_fuel, Electric Fuel Upgrade
furnaceoverhaul:electric_provider, Electric Provider Upgrade
furnaceoverhaul:blank_kit, Blank Kit
furnaceoverhaul:iron_kit, Iron Kit
furnaceoverhaul:gold_kit, Gold Kit
furnaceoverhaul:diamond_kit, Diamond Kit
furnaceoverhaul:emerald_kit, Emerald Kit
furnaceoverhaul:endest_kit, Endest Kit
furnaceoverhaul:zenith_kit, Zenith Kit
advgenerators:iron_frame, Iron Frame
advgenerators:power_io, Power IO Module
advgenerators:iron_tubing, Iron Tubing
advgenerators:iron_wiring, Redstone-Iron Wiring
advgenerators:controller, Control Circuit
advgenerators:pressure_valve, Pressure Valve
advgenerators:advanced_pressure_valve, Advanced Pressure Valve
advgenerators:upgrade_kit, Upgrade Kit
advgenerators:turbine_controller, Gas Turbine controller
advgenerators:exchanger_controller, Heat Exchanger Controller
advgenerators:steam_turbine_controller, Steam Turbine Controller
advgenerators:syngas_controller, Syngas Producer Controller
advgenerators:rf_output, Flux Generator
advgenerators:forge_output, Forge Energy Emitter
advgenerators:fluid_input, Fluid Intake Valve
advgenerators:fluid_output_select, Fluid Output Valve
advgenerators:item_input, Item Input Port
advgenerators:item_output, Item Output Port
advgenerators:fuel_tank, Fuel Tank
advgenerators:heating_chamber, Heating Chamber
advgenerators:mixing_chamber, Mixing Chamber
advgenerators:heat_exchanger, Heat Exchanger
advgenerators:sensor, Sensor Module
advgenerators:control, Redstone Control Module
advgenerators:efficiency_upgrade_tier1, Fuel/Air Mixer
advgenerators:efficiency_upgrade_tier2, Gas Mix Compressor
advgenerators:steam, Steam
advgenerators:syngas_flaming, tile.advgenerators.syngas_flaming.name
advgenerators:syngas, Syngas
advgenerators:turbine_blade_steel, Steel Turbine Blade
advgenerators:turbine_rotor_steel, Steel Turbine Rotor
advgenerators:turbine_kit_steel, Steel Turbine Upgrade Kit
advgenerators:turbine_steel, Steel Turbine
advgenerators:turbine_rotor_gold, Gold Plated Turbine Rotor
advgenerators:turbine_kit_gold, Gold Plated Turbine Upgrade Kit
advgenerators:turbine_gold, Gold Plated Turbine
advgenerators:turbine_blade_bronze, Bronze Turbine Blade
advgenerators:turbine_rotor_bronze, Bronze Turbine Rotor
advgenerators:turbine_kit_bronze, Bronze Turbine Upgrade Kit
advgenerators:turbine_bronze, Bronze Turbine
advgenerators:turbine_blade_manyullyn, Manyullyn Turbine Blade
advgenerators:turbine_rotor_manyullyn, Manyullyn Turbine Rotor
advgenerators:turbine_kit_manyullyn, Manyullyn Turbine Upgrade Kit
advgenerators:turbine_manyullyn, Manyullyn Turbine
advgenerators:turbine_blade_iron, Iron Turbine Blade
advgenerators:turbine_rotor_iron, Iron Turbine Rotor
advgenerators:turbine_iron, Iron Turbine
advgenerators:power_capacitor_redstone, Basic Power Capacitor
advgenerators:capacitor_kit_advanced, Advanced Capacitor Upgrade Kit
advgenerators:power_capacitor_advanced, Advanced Power Capacitor
advgenerators:capacitor_kit_dense, High Density Capacitor Upgrade Kit
advgenerators:power_capacitor_dense, High Density Power Capacitor
rebornstorage:storagecell:0, 256k Storage Disk
rebornstorage:storagecell:1, 1024k Storage Disk
rebornstorage:storagecell:2, 4096k Storage Disk
rebornstorage:storagecell:3, 16384k Storage Disk
rebornstorage:storagecellfluid:0, 16384k Fluid Storage Disk
rebornstorage:storagecellfluid:1, 32768k Fluid Storage Disk
rebornstorage:storagecellfluid:2, 131m Fluid Storage Disk
rebornstorage:storagecellfluid:3, 524m Fluid Storage Disk
rebornstorage:storagepart:0, 256k Storage Part
rebornstorage:storagepart:1, 1024k Storage Part
rebornstorage:storagepart:2, 4096k Storage Part
rebornstorage:storagepart:3, 16384k Storage Part
rebornstorage:storagepart:4, 16384k Fluid Storage Part
rebornstorage:storagepart:5, 32768k Fluid Storage Part
rebornstorage:storagepart:6, 131m Fluid Storage Part
rebornstorage:storagepart:7, 524m Fluid Storage Part
rebornstorage:multicrafter:0, Crafting Frame
rebornstorage:multicrafter:1, Heat Conductor
rebornstorage:multicrafter:2, Crafting CPU
rebornstorage:multicrafter:3, Crafting Storage
rebornstorage:multicrafter:4, IO Port
signals:block_signal, Block Signal
signals:chain_signal, Chain Signal
signals:station_marker, Station Marker
signals:rail_link, Rail Link
signals:limiter_rail, Limiter Rail
signals:cart_hopper, Cart Hopper
signals:rail_configurator, Rail Configurator
signals:rail_network_controller, Rail Network Controller
signals:cart_engine, Cart Engine
signals:chunkloader_upgrade, Chunkloader Upgrade
signals:ticket, Ticket
simplegrinder:coal_grinder, Coal Grinder
simplegrinder:lit_grinder, tile.lit_grinder.name
simplegrinder:machine_core, Machine Core
simplegrinder:dust_iron, Iron Dust
simplegrinder:dust_gold, Gold Dust
simplegrinder:flour, Flour
simplegrinder:mash_carrot, Mashed Carrots
simplegrinder:mash_potato, Mashed Potatoes
simplegrinder:i_fuel:0, I Fuel
simplegrinder:wood_chips:0, Wooden Chips
simplegrinder:omlete, Omlete
tinker_io:fuel_input_machine, Fuel Input Machine
tinker_io:smart_output, Smart Output
tinker_io:what_a_beautiful_block, What a beautiful block
tinker_io:ore_crusher, Ore Crusher
tinker_io:stirling_engine, Stirling Engine
tinker_io:speed_upg, Speed Upgrade
tinker_io:solid_fuel, Solid Fuel
tinker_io:upg:0, Base Upgrade
tinker_io:upg:1, Slot Upgrade I
tinker_io:upg:2, Slot Upgrade II
tinker_io:upg:3, Slot Upgrade III
tinker_io:upg:4, Slot Upgrade IV
tinker_io:upg:5, Redstone Upgrade
tinker_io:upg:6, Fortune Upgrade
tinker_io:upg:7, Basin Upgrade
tinker_io:cd_lonesome_avenue, Music Disc
tinker_io:crushed_ore, Crushed Ore
tinkersaddons:modifier_item:0, Amelioration Tome
tinkersaddons:modifier_item:1, Iron Toolkit
tinkersaddons:modifier_item:2, Gold Toolkit
tinkersaddons:modifier_item:3, Diamond Toolkit
tinkersaddons:modifier_item:4, Ender Toolkit
ultimate_unicorn_mod:oracle, Oracle
ultimate_unicorn_mod:spirit_tree_sapling_block, Spirit Tree Sapling
ultimate_unicorn_mod:tree_hollow_block, Tree Hollow
ultimate_unicorn_mod:wand_of_call_lightning, Wand of Call Lightning
ultimate_unicorn_mod:wand_of_fireball, Wand of Fireball
ultimate_unicorn_mod:wand_of_dropsies, Wand of Dropsies
ultimate_unicorn_mod:king_emblem, King's Emblem
ultimate_unicorn_mod:queen_emblem, Queen's Emblem
ultimate_unicorn_mod:knight_emblem, Knight's Emblem
ultimate_unicorn_mod:priestess_emblem, Priestess's Emblem
ultimate_unicorn_mod:fool_emblem, Fool's Emblem
ultimate_unicorn_mod:wooden_lance, Wooden Lance
ultimate_unicorn_mod:iron_lance, Iron Lance
ultimate_unicorn_mod:golden_lance, Golden Lance
ultimate_unicorn_mod:diamond_lance, Diamond Lance
ultimate_unicorn_mod:wooden_kings_lance, Wooden King's Lance
ultimate_unicorn_mod:iron_kings_lance, Iron King's Lance
ultimate_unicorn_mod:golden_kings_lance, Golden King's Lance
ultimate_unicorn_mod:diamond_kings_lance, Diamond King's Lance
ultimate_unicorn_mod:wooden_queens_lance, Wooden Queen's Lance
ultimate_unicorn_mod:iron_queens_lance, Iron Queen's Lance
ultimate_unicorn_mod:golden_queens_lance, Golden Queen's Lance
ultimate_unicorn_mod:diamond_queens_lance, Diamond Queen's Lance
ultimate_unicorn_mod:wooden_knights_lance, Wooden Knight's Lance
ultimate_unicorn_mod:iron_knights_lance, Iron Knight's Lance
ultimate_unicorn_mod:golden_knights_lance, Golden Knight's Lance
ultimate_unicorn_mod:diamond_knights_lance, Diamond Knight's Lance
ultimate_unicorn_mod:wooden_priestess_lance, Wooden Priestess's Lance
ultimate_unicorn_mod:iron_priestess_lance, Iron Priestess's Lance
ultimate_unicorn_mod:golden_priestess_lance, Golden Priestess's Lance
ultimate_unicorn_mod:diamond_priestess_lance, Diamond Priestess's Lance
ultimate_unicorn_mod:wooden_fools_lance, Wooden Fool's Lance
ultimate_unicorn_mod:iron_fools_lance, Iron Fool's Lance
ultimate_unicorn_mod:golden_fools_lance, Golden Fool's Lance
ultimate_unicorn_mod:diamond_fools_lance, Diamond Fool's Lance
ultimate_unicorn_mod:obsidian_horse_helm, Obsidian Horse Helm
ultimate_unicorn_mod:emerald_horse_helm, Emerald Horse Helm
ultimate_unicorn_mod:diamond_horse_helm, Diamond Horse Helm
ultimate_unicorn_mod:iron_horse_helm, Iron Horse Helm
ultimate_unicorn_mod:golden_horse_helm, Golden Horse Helm
ultimate_unicorn_mod:obsidian_slotted_horse_helm, Obsidian Slotted Horse Helm
ultimate_unicorn_mod:emerald_slotted_horse_helm, Emerald Slotted Horse Helm
ultimate_unicorn_mod:diamond_slotted_horse_helm, Diamond Slotted Horse Helm
ultimate_unicorn_mod:iron_slotted_horse_helm, Iron Slotted Horse Helm
ultimate_unicorn_mod:golden_slotted_horse_helm, Golden Slotted Horse Helm
ultimate_unicorn_mod:obsidian_horseshoes, Obsidian Horseshoes
ultimate_unicorn_mod:emerald_horseshoes, Emerald Horseshoes
ultimate_unicorn_mod:diamond_horseshoes, Diamond Horseshoes
ultimate_unicorn_mod:iron_horseshoes, Iron Horseshoes
ultimate_unicorn_mod:golden_horseshoes, Golden Horseshoes
ultimate_unicorn_mod:ice_horseshoes, Ice Horseshoes
ultimate_unicorn_mod:gentling_horseshoes, Horseshoes of Gentling
ultimate_unicorn_mod:power_horseshoes, Horseshoes of Power
ultimate_unicorn_mod:diamond_wing_tips, Diamond Wingtips
ultimate_unicorn_mod:iron_wing_tips, Iron Wingtips
ultimate_unicorn_mod:golden_wing_tips, Golden Wingtips
ultimate_unicorn_mod:wing_tips_of_buffetting, Wingtips of Buffeting
ultimate_unicorn_mod:wing_tips_of_buffetting_all_you_can_eat, Wingtips of All-You-Can-Eat Buffeting
ultimate_unicorn_mod:dna_tester, DNA Tester
ultimate_unicorn_mod:obsidian_horse_armor, Obsidan Horse Armor
ultimate_unicorn_mod:emerald_horse_armor, Emerald Horse Armor
ultimate_unicorn_mod:invincible_horse_armor, Invincible Horse Armor
ultimate_unicorn_mod:unicorn_horn, Unicorn Horn
ultimate_unicorn_mod:pegasus_feather, Pegasus Feather
ultimate_unicorn_mod:destrier_hide, Destrier Hide
ultimate_unicorn_mod:nightmare_hoof, Nightmare Hoof
thaumcraft:ore_amber, Amber Bearing Stone
thaumcraft:ore_cinnabar, Cinnabar Ore
thaumcraft:ore_quartz, Quartz Ore
thaumcraft:crystal_aer, Air Crystal
thaumcraft:crystal_ignis, Fire Crystal
thaumcraft:crystal_aqua, Water Crystal
thaumcraft:crystal_terra, Earth Crystal
thaumcraft:crystal_ordo, Order Crystal
thaumcraft:crystal_perditio, Entropy Crystal
thaumcraft:crystal_vitium, Flux Crystal
thaumcraft:stone_arcane, Arcane Stone
thaumcraft:stone_arcane_brick, Arcane Stone Brick
thaumcraft:stone_ancient, Ancient Stone
thaumcraft:stone_ancient_tile, Ancient Stone Tile
thaumcraft:stone_ancient_rock, Ancient Rock
thaumcraft:stone_ancient_glyphed, Glyphed Stone
thaumcraft:stone_ancient_doorway, Ancient Barrier
thaumcraft:stone_eldritch_tile, Eldritch Stone
thaumcraft:stone_porous, Porous Stone
thaumcraft:stairs_arcane, Arcane Stone Stairs
thaumcraft:stairs_arcane_brick, Arcane Brick Stairs
thaumcraft:stairs_ancient, Ancient Stone Stairs
thaumcraft:slab_arcane_stone:0, Arcane Stone Slab
thaumcraft:slab_arcane_brick:0, Arcane Brick Slab
thaumcraft:slab_ancient:0, Ancient Stone Slab
thaumcraft:slab_eldritch:0, Eldritch Stone Slab
thaumcraft:sapling_greatwood, Greatwood Sapling
thaumcraft:sapling_silverwood, Silverwood Sapling
thaumcraft:log_greatwood, Greatwood Log
thaumcraft:log_silverwood, Silverwood Log
thaumcraft:leaves_greatwood, Greatwood Leaves
thaumcraft:leaves_silverwood, Silverwood Leaves
thaumcraft:shimmerleaf, Shimmerleaf
thaumcraft:cinderpearl, Cinderpearl
thaumcraft:vishroom, Vishroom
thaumcraft:plank_greatwood, Greatwood Planks
